StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q4,Q5,Q6,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q1,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q12
2023-02-22 05:52:05,2023-02-22 05:56:24,0,2.30.75.19,100,258,1,2023-02-22 05:56:24,R_1mjUDIH5sDNb1NH,,,,,51.4831,-0.1646,anonymous,EN,3,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,1,,1,4,1,1,4,
2023-02-22 05:52:18,2023-02-22 05:58:08,0,82.132.212.16,100,349,1,2023-02-22 05:58:09,R_12Fs87IqlxZNz3X,,,,,51.5113,-0.2714,anonymous,EN,3,1,4,4,4,4,3,4,4,3,5,5,4,5,4,5,"Using python to generate images/graphics, and interactive code.",5,3,4,5,5,5,"1,2",,4,5,5,4,5,Resource/Database specifically for chemistry-specific programming with examples of common code & uses
2023-02-22 06:16:15,2023-02-22 06:19:39,0,146.169.129.225,100,204,1,2023-02-22 06:19:40,R_2Yr1PhO7rI96mfh,,,,,51.5788,-0.1235,anonymous,EN,3,1,3,4,4,4,3,3,4,3,4,4,3,3,3,3,DataFrames and Seaborn,4,3,3,4,4,4,1,,4,4,3,3,4,
2023-02-22 06:22:18,2023-02-22 06:23:49,0,146.169.130.203,100,91,1,2023-02-22 06:23:50,R_3qWqBjal4bf5lN0,,,,,51.5466,-0.1232,anonymous,EN,4,1,4,4,4,4,5,3,4,4,5,3,4,5,4,4,,3,3,4,4,5,4,"1,2",,4,5,4,5,4,
2023-02-22 06:27:46,2023-02-22 06:31:03,0,86.155.17.134,100,196,1,2023-02-22 06:31:03,R_12m23ABN8qxs6Uz,,,,,51.5042,-0.2199,anonymous,EN,3,1,1,3,4,5,4,4,5,4,5,5,5,5,3,5,,5,4,4,5,4,4,"2,3",,2,4,4,4,3,
2023-02-22 07:00:08,2023-02-22 07:03:40,0,146.169.205.97,100,211,1,2023-02-22 07:03:40,R_yX7UA0jSaUrhH4R,,,,,51.5268,-0.187,anonymous,EN,4,1,3,4,5,4,5,4,4,3,4,5,3,4,3,3,,4,2,4,3,4,3,1,,5,4,5,5,4,
2023-02-22 07:13:08,2023-02-22 07:15:44,0,5.151.181.64,100,156,1,2023-02-22 07:15:45,R_3NxiAWk71ePVV4o,,,,,51.5474,-0.0098,anonymous,EN,2,1,3,3,3,3,2,2,4,2,3,2,4,3,2,4,,2,4,3,4,3,3,1,,5,3,3,3,4,
2023-02-22 07:13:58,2023-02-22 07:16:41,0,146.179.86.134,100,163,1,2023-02-22 07:16:41,R_3qL4mIgY7GrN4Rx,,,,,51.4957,-0.1772,anonymous,EN,1,1,1,2,3,3,3,5,4,3,5,5,4,5,2,3,,5,5,5,3,2,4,3,,2,4,4,5,1,
2023-02-22 07:28:49,2023-02-22 07:32:31,0,79.73.135.43,100,222,1,2023-02-22 07:32:32,R_50e6euJqRBLgUHD,,,,,51.5074,-0.1196,anonymous,EN,1,1,2,2,4,2,1,3,4,4,5,3,3,4,3,5,,4,4,4,4,4,5,2,,3,3,4,4,4,
2023-02-22 07:30:46,2023-02-22 07:36:24,0,146.169.250.235,100,337,1,2023-02-22 07:36:24,R_1M4FczQY5AvC4Jo,,,,,51.3576,-0.3399,anonymous,EN,2,2,2,3,4,3,2,2,4,5,4,4,4,4,5,4,,3,1,3,4,5,3,1,,2,5,4,5,5,
2023-02-22 05:31:58,2023-02-22 09:57:34,0,77.103.69.225,100,15935,1,2023-02-22 09:57:34,R_1LATZpHpNkbUd4G,,,,,51.621,-0.051,anonymous,EN,2,3,3,3,3,3,2,5,4,1,4,2,4,5,3,2,,5,5,5,5,4,5,"2,3",,4,4,4,4,2,
2023-02-22 11:28:37,2023-02-22 11:30:41,0,2.120.101.9,100,123,1,2023-02-22 11:30:41,R_2cuSMZDHXpPJ4Ag,,,,,51.4638,0.1434,anonymous,EN,3,1,5,5,5,5,5,5,5,5,5,3,3,3,3,4,,5,3,3,4,5,5,1,,4,5,5,5,5,
2023-02-22 11:50:27,2023-02-22 11:52:34,0,140.228.56.194,100,126,1,2023-02-22 11:52:34,R_1QhCgBVA5F6oRbT,,,,,51.5064,-0.02,anonymous,EN,3,2,3,4,4,4,3,5,5,4,5,5,4,4,5,5,,5,4,5,4,5,5,"1,2",,4,4,5,4,4,
2023-02-22 14:55:32,2023-02-22 15:01:53,0,86.155.17.134,100,381,1,2023-02-22 15:01:54,R_79C2QCWhSimdxpT,,,,,51.5042,-0.2199,anonymous,EN,3,3,3,3,4,5,5,5,5,4,5,5,5,5,5,4,The different ways of doing things so we can recognise why others code may not be exactly like ours,5,3,3,2,4,5,3,,4,3,5,4,4,
2023-02-22 16:00:24,2023-02-22 16:03:08,0,31.205.213.159,100,163,1,2023-02-22 16:03:08,R_3nShU93A1d6e9vT,,,,,51.489,-0.215,anonymous,EN,2,1,1,1,4,2,2,2,2,2,4,4,4,4,4,4,please don't make the assignment very hard. I'd like to learn new things in python courses but not in the assignment.,3,3,2,3,3,3,"2,3",,5,3,5,2,2,make the assignment easier plz
2023-02-24 05:10:21,2023-02-24 05:55:29,0,146.169.161.96,100,2707,1,2023-02-24 05:55:30,R_1otXZznibPcTi3I,,,,,51.5113,-0.2714,anonymous,EN,3,1,5,5,4,5,5,5,5,4,5,5,5,5,3,5,Programming experiments,5,3,5,3,5,5,"1,2",,4,5,5,5,5,"Spreading out the 1st year coding workshops so that there is more time to understand what is going on rather than cramming all 4 workshops into 1 week - spacing them out over 2 or even 4 weeks would be so much better "
2023-03-01 05:30:55,2023-03-01 05:33:01,0,148.252.129.8,100,126,1,2023-03-01 05:33:02,R_5cYdv0iFTDVpJrr,,,,,51.4964,-0.1224,anonymous,EN,2,3,4,5,3,3,3,2,3,5,4,4,4,4,2,4,,4,2,3,3,4,4,1,,4,5,5,5,4,
2023-03-01 05:31:06,2023-03-01 05:33:06,0,146.169.224.133,100,120,1,2023-03-01 05:33:07,R_6FfAsjSPQ5troSR,,,,,51.5095,-0.0955,anonymous,EN,2,1,2,3,2,3,2,4,5,1,5,4,3,4,1,4,,5,2,3,3,4,4,3,,2,4,5,5,4,
2023-03-01 05:31:17,2023-03-01 05:33:08,0,84.67.76.209,100,111,1,2023-03-01 05:33:08,R_3M577YJlFcURvhm,,,,,51.451,-0.0463,anonymous,EN,3,3,5,4,4,5,2,4,5,4,5,3,2,2,1,5,Learn about object oriented programming earlier in the degree,5,2,1,4,5,4,1,,2,5,3,4,5,
2023-03-01 05:31:05,2023-03-01 05:33:53,0,146.169.170.105,100,167,1,2023-03-01 05:33:53,R_1ewVyfgPtPFYL78,,,,,51.5042,-0.2199,anonymous,EN,3,1,2,4,5,5,5,4,5,4,5,5,5,3,4,5,,3,3,5,5,5,5,1,,5,5,4,5,4,
2023-03-01 05:31:20,2023-03-01 05:38:57,0,146.169.137.22,100,456,1,2023-03-01 05:38:58,R_1obPlEO8zHYwSfl,,,,,51.5043,-0.2211,anonymous,EN,3,1,2,3,4,2,2,5,4,4,5,5,5,4,5,5,"How to write “good” code, like give us tips to keep things neat and efficient ",5,1,5,5,5,5,"2,3","In person makes me more switched on ",4,4,4,5,1,"In person programming labs/workshop. I remember in first year joao was quite short with people when they had questions that were obviously because they weren’t paying attention. That’s going to happen if it’s all remote because it’s not very stimulating, I think in person would switch people on more and they will ask more insightful questions and then hopefully demonstrators will have more patience. My first coding experiences was so scary and intimidating it put me off for my whole degree and I’m only just understanding it’s soemthing I can’t avoid. I feel like if I had a better introduction I’d be less intimidated - there should be emphasis or maybe a seperate class for people who have never coded before who need more patience and empathy. Being treated like a computer didn’t make me feel good at all "
2023-03-01 05:37:16,2023-03-01 05:41:05,0,146.169.170.28,100,229,1,2023-03-01 05:41:06,R_12attGhXx6iEJvS,,,,,51.5042,-0.2199,anonymous,EN,2,2,2,4,4,5,5,5,5,5,4,3,5,5,3,5,,4,5,4,5,5,5,2,,4,4,4,5,1,
2023-03-01 05:44:26,2023-03-01 05:46:07,0,148.252.132.243,100,100,1,2023-03-01 05:46:07,R_OwWkaOCXZ5QB0pX,,,,,55.9552,-3.2,anonymous,EN,3,2,3,4,3,2,2,5,4,3,5,5,3,3,3,2,,5,5,4,5,4,5,2,,3,4,4,5,4,
2023-03-01 05:41:37,2023-03-01 05:47:01,0,81.104.115.200,100,323,1,2023-03-01 05:47:01,R_2uWpGv8HndDZ5QB,,,,,51.5042,-0.2199,anonymous,EN,2,1,3,3,3,5,4,4,4,3,5,4,4,4,5,5,,4,4,4,4,4,4,1,,5,3,3,3,2,
2023-03-01 05:46:24,2023-03-01 05:47:43,0,155.198.230.129,100,79,1,2023-03-01 05:47:43,R_2X5MP4Km8fxqOpu,,,,,51.575,0.4173,anonymous,EN,3,2,5,5,4,5,4,4,4,4,4,5,5,4,3,4,,5,3,5,4,5,5,1,,4,5,3,4,5,
2023-02-22 05:55:06,2023-02-22 05:55:26,0,84.67.76.209,33,19,0,2023-03-01 05:55:32,R_1DoSg52oYEXcTLx,,,,,,,anonymous,EN,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 05:55:15,2023-03-01 06:02:54,0,146.169.147.159,100,459,1,2023-03-01 06:02:55,R_yBJi54jfLSGU0BH,,,,,51.5064,-0.02,anonymous,EN,4,1,3,2,4,2,2,2,3,4,4,3,4,2,4,4,,4,3,4,3,3,4,"1,2",,3,4,3,5,5,
2023-03-01 06:03:32,2023-03-01 06:05:07,0,86.9.223.96,100,94,1,2023-03-01 06:05:07,R_3QF9x3kwm2A6HXe,,,,,51.5032,-0.204,anonymous,EN,3,1,2,3,5,3,1,3,5,1,1,4,5,5,1,5,,5,3,1,5,5,3,1,,2,5,5,5,5,
2023-03-01 06:02:22,2023-03-01 06:11:30,0,92.234.126.206,100,548,1,2023-03-01 06:11:30,R_2rGVBSx19x89uAr,,,,,51.443,-0.3295,anonymous,EN,4,1,3,3,4,4,4,2,2,5,5,5,2,5,3,2,"I might be wrong but I don't think class and objects were covered in the course, but I think class is one of the most important things in object oriented language like python. It might be a little hard for some people but do include it.",4,2,3,3,2,5,1,I don't have any specific activities in mind but anything that encourages students to search online and read the documentation would be great. After all there are too many packages out there and the course cannot cover them all. Students must learn for themselves how to learn a new package.,3,4,4,4,4,
2023-03-01 06:28:20,2023-03-01 06:30:00,0,82.132.230.73,100,99,1,2023-03-01 06:30:01,R_2CVTR8G9pMz9mkO,,,,,51.4897,-0.1063,anonymous,EN,2,1,4,5,4,4,4,4,4,5,3,5,5,4,3,5,OOP,4,4,3,3,5,4,"1,2",,4,5,5,5,4,
2023-03-01 06:29:21,2023-03-01 06:32:15,0,155.198.230.128,100,174,1,2023-03-01 06:32:16,R_1goa10zWqxxvi14,,,,,51.575,0.4173,anonymous,EN,2,1,1,2,5,5,5,5,5,5,3,5,3,2,3,5,,2,4,4,5,5,3,"1,3",,2,3,5,3,2,
2023-02-22 06:38:23,2023-02-22 06:38:30,0,146.169.239.203,17,6,0,2023-03-01 06:38:32,R_1eRUB3L170nhvd6,,,,,,,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 06:36:18,2023-03-01 06:41:10,0,148.252.141.180,100,291,1,2023-03-01 06:41:10,R_2a8EE4W2XQM8g0Z,,,,,51.4964,-0.1224,anonymous,EN,3,1,4,5,3,5,4,4,3,4,3,3,4,4,5,4,,4,2,5,5,4,3,"1,2",,5,5,5,5,4,
2023-03-01 06:45:29,2023-03-01 06:47:47,0,146.169.194.15,100,137,1,2023-03-01 06:47:48,R_wTYZQSu2rATbShP,,,,,51.4957,-0.1772,anonymous,EN,4,1,3,2,5,4,3,4,3,3,5,5,3,4,2,4,,4,3,4,4,4,4,2,,4,3,5,4,3,
2023-02-22 07:06:06,2023-02-22 07:06:50,0,86.8.175.78,33,43,0,2023-03-01 07:06:53,R_ctGoltyEXx1tv0Z,,,,,,,anonymous,EN,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 07:34:19,2023-02-22 07:34:44,0,2.96.204.197,33,24,0,2023-03-01 07:34:48,R_1kHvjc0fDd9F5il,,,,,,,anonymous,EN,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 07:47:19,2023-03-01 07:48:47,0,140.228.54.240,100,87,1,2023-03-01 07:48:48,R_2aETP8anwytpIPz,,,,,51.5128,-0.0638,anonymous,EN,4,1,5,3,5,3,5,5,2,3,5,5,5,3,1,5,,2,4,1,3,5,3,1,,5,5,3,3,5,
2023-03-01 07:58:24,2023-03-01 08:00:00,0,146.169.188.119,100,96,1,2023-03-01 08:00:01,R_zdTRhFx5G6jlCFP,,,,,51.5113,-0.2714,anonymous,EN,4,2,3,3,3,3,3,3,4,4,2,4,4,4,3,5,,4,3,3,4,4,3,2,,4,5,4,4,5,
2023-03-01 07:57:52,2023-03-01 08:02:27,0,146.169.246.86,100,275,1,2023-03-01 08:02:28,R_2Etc1QYxiP8oRzq,,,,,51.4528,-0.109,anonymous,EN,4,1,1,1,4,2,2,2,4,3,4,4,5,4,4,3,,2,3,4,1,1,2,3,,4,4,5,3,2,
2023-03-01 08:12:03,2023-03-01 08:15:14,0,152.37.69.121,100,191,1,2023-03-01 08:15:14,R_2E45GPFd0iO229N,,,,,51.4863,-0.101,anonymous,EN,2,1,3,4,5,5,3,3,4,4,4,4,5,4,3,5,,3,4,4,3,5,5,"1,2",,4,5,5,5,2,
2023-03-01 08:13:43,2023-03-01 08:16:46,0,146.169.167.140,100,183,1,2023-03-01 08:16:46,R_3BEwJ3SHB6c3XwJ,,,,,51.4712,-0.9421,anonymous,EN,2,1,2,3,4,4,3,2,5,3,5,4,4,5,2,5,,4,3,4,5,5,2,"2,3","Nope ",4,5,5,4,5,
2023-03-01 08:19:45,2023-03-01 08:24:22,0,146.169.140.161,100,277,1,2023-03-01 08:24:22,R_BYB2LJ21E7RMymR,,,,,51.5074,-0.1196,anonymous,EN,4,2,4,4,3,4,3,4,4,5,4,4,5,4,3,5,,4,3,2,4,5,4,1,,5,5,5,4,4,
2023-03-01 08:45:26,2023-03-01 08:48:57,0,146.169.212.47,100,211,1,2023-03-01 08:48:57,R_2S7DzhYG3jMsGma,,,,,51.4912,-0.1893,anonymous,EN,3,2,1,2,2,2,2,3,2,3,3,4,3,3,5,5,,5,3,3,3,4,5,"1,2,3",Use python to make games (transferrable skills),4,3,4,4,4,More interactive sessions should be made with tutors.
2023-03-01 08:53:29,2023-03-01 08:58:17,0,152.37.72.28,100,288,1,2023-03-01 08:58:17,R_3RjzOiqgIJwo85R,,,,,51.5026,-0.066,anonymous,EN,2,2,3,3,4,5,2,4,3,2,5,4,4,2,2,4,,4,3,2,2,4,5,"1,2,3",,4,3,4,4,4,
2023-03-01 09:29:45,2023-03-01 09:31:55,0,213.205.194.76,100,129,1,2023-03-01 09:31:56,R_eKdXImOUAG2vyW5,,,,,51.4327,-0.1693,anonymous,EN,3,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,1,,3,5,3,5,3,
2023-02-22 10:36:12,2023-02-22 10:36:25,0,146.179.86.153,17,12,0,2023-03-01 10:36:27,R_31mZRMTAUGtIS4H,,,,,,,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 11:18:28,2023-03-01 11:22:43,0,185.69.145.166,100,254,1,2023-03-01 11:22:43,R_3POkcOuaKXXrJt5,,,,,51.4964,-0.1224,anonymous,EN,3,1,3,3,4,4,4,4,4,3,5,5,3,3,2,4,,4,3,3,5,5,4,"1,2",,3,4,2,4,4,
2023-03-01 12:27:21,2023-03-01 12:30:46,0,185.3.84.12,100,204,1,2023-03-01 12:30:46,R_D2cj5qVoHYO75Kx,,,,,51.4957,-0.1772,anonymous,EN,3,1,2,2,5,4,3,5,5,3,4,5,5,5,5,4,Where to go to for help/how to write code independently to solve problems,5,5,3,4,5,5,1,,2,5,5,5,1,
2023-03-01 14:42:53,2023-03-01 14:45:14,0,146.179.86.146,100,140,1,2023-03-01 14:45:15,R_21ddEEHY9WGjDhv,,,,,51.4957,-0.1772,anonymous,EN,4,1,2,3,3,2,1,3,4,1,4,3,5,5,5,2,,4,3,5,5,5,5,"1,3",,2,4,2,5,5,
2023-03-01 17:21:43,2023-03-01 17:24:41,0,86.135.230.187,100,177,1,2023-03-01 17:24:41,R_3PYt7h1VkPCPYCn,,,,,51.477,-0.1959,anonymous,EN,2,1,3,4,4,4,2,3,4,3,4,2,2,2,2,3,,4,4,3,2,5,4,1,,3,4,5,5,1,
2023-03-01 17:23:22,2023-03-01 17:25:59,0,86.128.68.30,100,157,1,2023-03-01 17:25:59,R_2uyzkFRXxbY0Mq7,,,,,51.4912,-0.1893,anonymous,EN,3,1,2,2,4,4,2,2,4,2,3,3,4,4,4,4,,4,4,4,4,5,4,2,,4,4,5,4,4,
2023-03-01 17:22:46,2023-03-01 17:28:16,0,31.121.192.26,100,330,1,2023-03-01 17:28:16,R_OdK7WCWDjPRhrXz,,,,,51.4957,-0.1772,anonymous,EN,2,2,4,4,3,4,2,2,3,4,4,4,4,3,2,3,,4,3,2,3,4,4,1,,4,4,3,3,4,
2023-03-01 19:27:19,2023-03-01 19:30:57,0,31.205.213.133,100,217,1,2023-03-01 19:30:57,R_R32Mo6dxijGZTq1,,,,,51.489,-0.215,anonymous,EN,2,2,4,5,5,4,3,3,5,3,5,2,4,4,2,5,,3,3,4,5,5,5,1,,4,5,2,4,4,
2023-02-23 07:25:57,2023-02-23 08:08:34,0,146.169.204.83,83,2557,0,2023-03-02 08:08:38,R_BDPms1jTo64m093,,,,,,,anonymous,EN,3,1,2,1,2,2,2,2,3,1,3,3,3,3,3,4,,2,2,2,3,3,3,"2,3",,,,,,,
2023-03-01 06:25:35,2023-03-01 06:27:18,0,31.205.25.88,58,103,0,2023-03-06 04:41:09,R_273TzwkWsvt721k,,,,,,,anonymous,EN,1,1,1,2,5,3,4,5,3,2,5,3,4,3,2,4,,,,,,,,,,,,,,,
2023-03-01 05:31:08,2023-03-01 05:31:36,0,188.66.75.147,33,27,0,2023-03-06 04:41:12,R_265f6IeEYP0qFuV,,,,,,,anonymous,EN,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 05:53:08,2023-03-01 06:05:17,0,86.8.175.78,33,728,0,2023-03-06 04:41:13,R_6wYR2xRRdsh1UCB,,,,,,,anonymous,EN,3,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 05:49:14,2023-03-01 05:50:45,0,86.163.75.165,58,90,0,2023-03-06 04:41:13,R_2lzr9RMLXdWVCed,,,,,,,anonymous,EN,3,2,4,3,4,5,2,5,3,3,5,5,3,4,2,5,,,,,,,,,,,,,,,
2023-03-01 09:45:39,2023-03-01 09:47:41,0,31.205.25.89,83,122,0,2023-03-06 04:41:13,R_ewAOHyzriHqC3Xr,,,,,,,anonymous,EN,1,1,1,2,2,1,1,1,1,3,2,3,3,3,5,3,,3,4,2,2,3,2,2,,,,,,,
2023-03-01 11:29:07,2023-03-01 11:29:26,0,146.169.192.206,33,18,0,2023-03-06 04:41:13,R_3KOcp3bqIhYQJ6j,,,,,,,anonymous,EN,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02 03:04:19,2023-03-02 03:04:36,0,146.169.183.220,33,16,0,2023-03-06 04:41:13,R_2alWmyWFJjqfORS,,,,,,,anonymous,EN,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
