StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6
2023-02-15 05:40:28,2023-02-15 05:43:12,IP Address,149.34.165.112,100,164,True,2023-02-15 05:43:13,R_1d62qyXNhS2Dso3,,,,,51.5042,-0.2199,anonymous,EN,Year 4,None at all,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"5- Always use Python, never use other programs",,,Agree,Completely Agree,Agree,Agree,Agree,Agree
2023-02-15 05:40:56,2023-02-15 05:43:25,IP Address,192.76.8.68,100,148,True,2023-02-15 05:43:25,R_2CiYghuJaP5N46m,,,,,51.4964,-0.1224,anonymous,EN,Year 3,None at all,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,"3- Sometimes use Excel or other programs, sometimes use Python",More guided teaching to basics might help? As in how to understand python as a language.,Idk,Disagree,Agree,Completely Agree,Agree,Agree,Completely Agree
2023-02-15 05:43:00,2023-02-15 05:44:28,IP Address,146.169.148.1,100,88,True,2023-02-15 05:44:29,R_2QDMKqBDGZYjRfs,,,,,51.477,-0.1959,anonymous,EN,Year 2,Intermediate,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Completely Disagree,"5- Always use Python, never use other programs",,,Completely Agree,Agree,Agree,Agree,Agree,Agree
2023-02-15 05:41:51,2023-02-15 05:45:14,IP Address,155.198.36.26,100,203,True,2023-02-15 05:45:15,R_33yFUhndlxQZeQF,,,,,51.4957,-0.1772,anonymous,EN,Year 3,None at all,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Disagree,Agree,Disagree,Disagree,Completely Disagree
2023-02-15 05:41:55,2023-02-15 05:45:26,IP Address,146.169.235.130,100,211,True,2023-02-15 05:45:26,R_2wST2GZGuRp6yHi,,,,,51.4772,-0.1197,anonymous,EN,Year 4,None at all,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Agree,Neutral,Disagree,"5- Always use Python, never use other programs",,Would definitely appreciate if optional modules on modern techniques were offered - like different optimisation/data fitting techniques used in machine learning,Agree,Completely Agree,Neutral,Completely Agree,Agree,Disagree
2023-02-15 05:44:22,2023-02-15 05:45:47,IP Address,146.169.140.105,100,84,True,2023-02-15 05:45:47,R_3HUeClKnDmdYv1h,,,,,51.5484,0.1716,anonymous,EN,Year 1,None at all,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Completely Disagree,Agree,Neutral,,Completely Disagree,Completely Disagree
2023-02-15 05:44:26,2023-02-15 05:46:07,IP Address,188.30.74.151,100,101,True,2023-02-15 05:46:08,R_33eUtdpOsIWbeT2,,,,,51.5074,-0.1196,anonymous,EN,Year 3,None at all,Completely Agree,Completely Agree,Agree,Completely Agree,Agree,Neutral,Disagree,"5- Always use Python, never use other programs",,,Completely Agree,Completely Agree,Neutral,Agree,Agree,Neutral
2023-02-15 05:44:06,2023-02-15 05:46:17,IP Address,146.169.139.65,100,131,True,2023-02-15 05:46:18,R_UDtuu6JxQnWSSBz,,,,,51.4957,-0.1772,anonymous,EN,Year 3,Beginner,Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Neutral,Agree,"4- Mostly use Python, sometimes use Excel or other programs","More exercises ","Some kind of introduction on how Python works (library such as numpy, origin...)",Completely Agree,Completely Agree,Agree,Completely Agree,Agree,Agree
2023-02-15 05:45:30,2023-02-15 05:46:26,IP Address,146.179.86.128,100,56,True,2023-02-15 05:46:27,R_sBtSoSelh3OvO4V,,,,,51.4957,-0.1772,anonymous,EN,Year 1,Beginner,Completely Agree,Neutral,Neutral,Agree,Agree,Neutral,Completely Agree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Completely Agree,Completely Agree,Completely Agree,Agree,Completely Agree,Neutral
2023-02-15 05:45:06,2023-02-15 05:46:59,IP Address,62.254.10.148,100,112,True,2023-02-15 05:46:59,R_1QMC9BnDdy76vPG,,,,,51.5888,-0.0247,anonymous,EN,Year 2,None at all,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,"3- Sometimes use Excel or other programs, sometimes use Python","Making it not so rushed ",No,Disagree,Disagree,Disagree,Agree,Agree,Neutral
2023-02-15 05:46:33,2023-02-15 05:47:32,IP Address,146.169.137.238,100,58,True,2023-02-15 05:47:32,R_3PGJALzSQqldXju,,,,,51.4781,-0.0279,anonymous,EN,Year 2,None at all,Completely Disagree,Agree,Completely Disagree,Neutral,Completely Disagree,Completely Disagree,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Disagree,Completely Agree,Neutral,Completely Disagree,Completely Disagree
2023-02-15 05:45:50,2023-02-15 05:47:38,IP Address,86.7.250.194,100,108,True,2023-02-15 05:47:39,R_2B8zi7kTWLek1sV,,,,,51.5646,0.0898,anonymous,EN,Year 2,Beginner,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",Have a written guide for the programming languages,Matlab would be a good programming language to teach for epr,Neutral,Agree,Agree,Agree,Agree,Agree
2023-02-15 05:46:07,2023-02-15 05:48:54,IP Address,91.110.46.253,100,167,True,2023-02-15 05:48:54,R_YbOF4vQ5twpekyl,,,,,51.4719,-0.1616,anonymous,EN,Year 3,None at all,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",I would like more in-person Python programming courses to help me improve the skill.,Too many...,Disagree,Agree,Agree,Neutral,Neutral,Neutral
2023-02-15 05:49:35,2023-02-15 05:50:24,IP Address,149.86.33.213,100,48,True,2023-02-15 05:50:24,R_AbVtBKGVliBHRxT,,,,,51.477,-0.1959,anonymous,EN,Year 3,Intermediate,Agree,Agree,Completely Agree,Agree,Agree,Disagree,Agree,"5- Always use Python, never use other programs",,,Neutral,Agree,Agree,Agree,Agree,Neutral
2023-02-15 05:48:26,2023-02-15 05:51:04,IP Address,146.169.167.18,100,157,True,2023-02-15 05:51:04,R_3kb4htwSAu2sXjB,,,,,51.443,-0.3295,anonymous,EN,Year 4,None at all,Agree,Completely Agree,Agree,Completely Agree,Agree,Neutral,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Agree,Agree,Disagree,Agree,Disagree
2023-02-15 05:50:11,2023-02-15 05:51:32,IP Address,146.179.86.185,100,81,True,2023-02-15 05:51:32,R_3hEGyBJLzAuDeUk,,,,,51.4957,-0.1772,anonymous,EN,Year 1,None at all,Disagree,Completely Agree,Completely Agree,Agree,Agree,Neutral,Disagree,"5- Always use Python, never use other programs",,,Agree,Completely Agree,Disagree,Disagree,Agree,Completely Disagree
2023-02-15 05:52:07,2023-02-15 05:53:18,IP Address,146.169.175.217,100,71,True,2023-02-15 05:53:19,R_3mgzR6NHjInw2Yo,,,,,51.4781,-0.0279,anonymous,EN,Year 3,None at all,Neutral,Agree,Agree,Agree,Neutral,Neutral,Completely Disagree,"5- Always use Python, never use other programs",,,Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Neutral
2023-02-15 05:53:31,2023-02-15 05:55:50,IP Address,146.179.86.152,100,139,True,2023-02-15 05:55:50,R_3PaxOt1G6uKzORC,,,,,51.4957,-0.1772,anonymous,EN,Year 1,Beginner,Completely Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Completely Agree,Completely Agree,Agree,Completely Agree,Neutral
2023-02-15 05:45:29,2023-02-15 05:55:52,IP Address,146.169.147.109,100,623,True,2023-02-15 05:55:52,R_1M7FXN23hGWnwiZ,,,,,51.4957,-0.1772,anonymous,EN,Year 3,None at all,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"4- Mostly use Python, sometimes use Excel or other programs",More practices? Tendency to forget the syntax,"Pandas, Seaborn",Agree,Agree,Disagree,Agree,Disagree,Neutral
2023-02-15 05:55:11,2023-02-15 05:58:06,IP Address,82.23.78.72,100,175,True,2023-02-15 05:58:07,R_2ro4bRiNX3zCB1e,,,,,51.5213,-0.2715,anonymous,EN,Year 2,Beginner,Agree,Agree,Completely Agree,Agree,Neutral,Disagree,Disagree,"4- Mostly use Python, sometimes use Excel or other programs","Don't think so, I think the year 1 programming labs were really useful",,Agree,Neutral,Agree,Neutral,Neutral,Neutral
2023-02-15 05:57:45,2023-02-15 06:00:31,IP Address,148.252.128.123,100,165,True,2023-02-15 06:00:32,R_2SCthleJf92gWgD,,,,,51.4964,-0.1224,anonymous,EN,Year 4,Intermediate,Completely Agree,Neutral,Agree,Completely Agree,Agree,Agree,Disagree,"5- Always use Python, never use other programs",,A deeper dive into matplotlib would be appreciated. Also I think students would have benefitted from knowledge of the pandas library for data handling,Completely Agree,Agree,Agree,Completely Agree,Completely Agree,Agree
2023-02-15 06:00:21,2023-02-15 06:03:05,IP Address,62.254.10.21,100,163,True,2023-02-15 06:03:05,R_ZgiW8wpdbPNdgE9,,,,,51.5648,-0.1374,anonymous,EN,Year 3,None at all,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Agree,Agree,Disagree,"5- Always use Python, never use other programs","More detailed feedback and more challenging classes ",More advanced coding classes and also teach how pandas package is helpful for data analysis,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Neutral
2023-02-15 06:06:49,2023-02-15 06:08:49,IP Address,2.216.3.77,100,119,True,2023-02-15 06:08:49,R_sIgSFeHNTyAElpv,,,,,51.5494,-0.3664,anonymous,EN,Year 2,None at all,Neutral,Disagree,Agree,Disagree,Agree,Agree,Disagree,"5- Always use Python, never use other programs",,,Agree,Neutral,Agree,Disagree,Agree,Disagree
2023-02-15 06:04:28,2023-02-15 06:09:47,IP Address,152.37.108.56,100,318,True,2023-02-15 06:09:47,R_2Y9qKbIiocO26pX,,,,,51.5128,-0.0638,anonymous,EN,Year 2,Beginner,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",More links between python coding and chemistry in the workshop exercises,deeper look into error analysis,Neutral,Agree,Completely Agree,Neutral,Agree,Neutral
2023-02-15 06:09:01,2023-02-15 06:10:57,IP Address,81.155.49.46,100,115,True,2023-02-15 06:10:58,R_1CpcIB1kBOZKBqc,,,,,51.5689,0.008,anonymous,EN,Year 3,None at all,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Disagree,Agree,Disagree,Disagree,Completely Agree,Neutral
2023-02-15 06:08:54,2023-02-15 06:11:33,IP Address,146.169.157.121,100,159,True,2023-02-15 06:11:34,R_2f9Z4orBMx2MCVf,,,,,51.509,-0.1882,anonymous,EN,Year 4,None at all,Disagree,Completely Agree,Agree,Completely Agree,Agree,Neutral,Disagree,"2- Mostly use Excel or other programs, rarely use Python",,How python could be used outside of data analysis,Completely Agree,Completely Agree,Completely Agree,Agree,Agree,Disagree
2023-02-15 06:12:15,2023-02-15 06:14:06,IP Address,146.169.231.200,100,110,True,2023-02-15 06:14:07,R_2uQIliN8s5M4FQP,,,,,51.4831,-0.1646,anonymous,EN,Year 3,None at all,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,"2- Mostly use Excel or other programs, rarely use Python",Nope,Nope,Disagree,Disagree,Agree,Disagree,Disagree,Neutral
2023-02-15 06:19:00,2023-02-15 06:21:10,IP Address,146.169.235.220,100,129,True,2023-02-15 06:21:10,R_eQEV3R8RKNb6obn,,,,,51.4772,-0.1197,anonymous,EN,Year 3,Beginner,Neutral,Neutral,Completely Agree,Agree,Agree,Agree,Neutral,"3- Sometimes use Excel or other programs, sometimes use Python",,,Completely Agree,Completely Agree,Agree,Completely Agree,Neutral,Agree
2023-02-15 06:21:09,2023-02-15 06:25:01,IP Address,213.205.194.52,100,232,True,2023-02-15 06:25:02,R_2P6C2p7Toj73aXE,,,,,51.4615,-0.1409,anonymous,EN,Year 2,None at all,Neutral,Disagree,Agree,Neutral,Disagree,Completely Disagree,Disagree,"5- Always use Python, never use other programs",make all the data plotting programming in the same session，tomake it more accessible,like the “sum”…,Neutral,Agree,Agree,Agree,Completely Agree,Neutral
2023-02-15 06:27:23,2023-02-15 06:28:52,IP Address,146.169.210.12,100,88,True,2023-02-15 06:28:52,R_W1fLJqvzDRLx43L,,,,,51.509,-0.1882,anonymous,EN,Year 3,None at all,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,"1- Always use Excel or other programs, never use Python",,,Disagree,Agree,Disagree,Disagree,Agree,Completely Disagree
2023-02-15 06:29:52,2023-02-15 06:31:34,IP Address,86.15.130.97,100,102,True,2023-02-15 06:31:35,R_2fJX9rlRLP3jRCm,,,,,51.2604,-1.0825,anonymous,EN,Year 2,Beginner,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Completely Disagree,"5- Always use Python, never use other programs",More 1:1 written feedback,,Disagree,Neutral,Neutral,Neutral,Agree,Neutral
2023-02-15 06:35:09,2023-02-15 06:36:53,IP Address,146.179.86.148,100,104,True,2023-02-15 06:36:53,R_2VEWARBdYOVfl1V,,,,,51.4957,-0.1772,anonymous,EN,Year 1,None at all,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,"2- Mostly use Excel or other programs, rarely use Python",,,Disagree,Neutral,Agree,Agree,Agree,Agree
2023-02-15 06:44:22,2023-02-15 06:45:54,IP Address,79.77.120.7,100,92,True,2023-02-15 06:45:54,R_3JkkICYtGCKtERq,,,,,51.8613,-0.4656,anonymous,EN,Year 2,None at all,Agree,Agree,Completely Agree,Neutral,Agree,Neutral,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Disagree,Agree,Neutral,Agree,Neutral
2023-02-15 06:52:32,2023-02-15 06:54:29,IP Address,86.28.185.168,100,116,True,2023-02-15 06:54:30,R_2zoRdZCAVPIacmB,,,,,51.5005,-0.1905,anonymous,EN,Year 3,None at all,Agree,Completely Agree,Completely Agree,Agree,Completely Agree,Completely Agree,Completely Agree,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Completely Agree,Completely Disagree,Neutral,Neutral,Completely Disagree
2023-02-15 06:52:47,2023-02-15 06:54:51,IP Address,5.66.115.6,100,124,True,2023-02-15 06:54:52,R_2CJ840K6hfpHqJj,,,,,51.5042,-0.2199,anonymous,EN,Year 1,None at all,Neutral,Neutral,Agree,Disagree,Completely Agree,Agree,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",It would maybe be helpful to have a sheet of common python input,,Completely Disagree,Disagree,Disagree,Completely Disagree,Completely Disagree,Completely Disagree
2023-02-15 06:57:32,2023-02-15 06:58:46,IP Address,31.205.25.84,100,74,True,2023-02-15 06:58:47,R_2V9Mmbm9lkKvEVx,,,,,51.5026,-0.066,anonymous,EN,Year 1,None at all,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Agree,Agree,Agree,Agree,Agree,Agree
2023-02-15 06:59:32,2023-02-15 07:01:23,IP Address,147.12.140.226,100,111,True,2023-02-15 07:01:24,R_3F22r1jUwyYFELi,,,,,51.5043,-0.2211,anonymous,EN,Year 2,Beginner,Neutral,Agree,Agree,Neutral,Neutral,Completely Disagree,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Agree,Neutral,Disagree,Agree,Neutral
2023-02-15 07:01:58,2023-02-15 07:03:09,IP Address,146.169.155.53,100,70,True,2023-02-15 07:03:09,R_2bJYyW6cTQ7jlyM,,,,,51.509,-0.1882,anonymous,EN,Year 4,None at all,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Agree,Agree,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Neutral,Completely Agree,Completely Disagree,Completely Agree,Completely Agree
2023-02-15 07:53:32,2023-02-15 07:55:24,IP Address,146.169.128.237,100,111,True,2023-02-15 07:55:25,R_31z9WxACQCVbkxi,,,,,51.5329,-0.005,anonymous,EN,Year 4,Beginner,Agree,Completely Agree,Completely Agree,Completely Agree,Agree,Agree,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Completely Agree,Completely Agree,Agree,Completely Agree,Neutral,Neutral
2023-02-15 08:03:32,2023-02-15 08:04:55,IP Address,80.1.99.119,100,82,True,2023-02-15 08:04:55,R_Q6YcQMwUAFpjXbj,,,,,51.4859,-0.304,anonymous,EN,Year 3,None at all,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Agree,Disagree,Neutral,Neutral,Completely Disagree
2023-02-15 08:08:03,2023-02-15 08:09:45,IP Address,90.201.158.160,100,102,True,2023-02-15 08:09:45,R_1r1eNj8m6eAsWJZ,,,,,51.3873,-0.1596,anonymous,EN,Year 2,None at all,Agree,Completely Agree,Completely Agree,Completely Agree,Agree,Neutral,Disagree,"3- Sometimes use Excel or other programs, sometimes use Python",,"More diverse uses of python, generally more and more difficult applications of data analysis using python.",Completely Agree,Completely Agree,Agree,Completely Agree,Completely Agree,Neutral
2023-02-15 08:16:00,2023-02-15 08:17:50,IP Address,146.169.244.207,100,109,True,2023-02-15 08:17:50,R_3I4WY3fxU7B8q8P,,,,,51.5042,-0.2199,anonymous,EN,Year 1,None at all,Disagree,Completely Agree,Completely Agree,Agree,Agree,Disagree,Agree,"5- Always use Python, never use other programs","More courses ",,Neutral,Agree,Agree,Disagree,Completely Agree,Neutral
2023-02-15 08:19:04,2023-02-15 08:25:51,IP Address,86.141.40.46,100,407,True,2023-02-15 08:25:52,R_2VgtM7vUK01DoTx,,,,,51.5776,-0.1947,anonymous,EN,Year 3,None at all,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,"4- Mostly use Python, sometimes use Excel or other programs","More involved tutorials and consistent teaching to advance skills, and tailored resources, instead of just a one and done workshop once or twice a year. Perhaps dedicate an entire module to it since it is of integral importance to the entirety of the degree program.","How to use various software packages, I.E pandas, tensorflow, plotly for applications like machine learning and neural networks since these are of growing importance in research. Broad overview of how software for chemistry is developed, github, and the anatomy of software",Disagree,Completely Agree,Disagree,Disagree,Agree,Agree
2023-02-15 08:49:33,2023-02-15 08:51:33,IP Address,86.19.121.75,100,120,True,2023-02-15 08:51:34,R_24pYJ0tfjPTaRHT,,,,,51.5564,0.0714,anonymous,EN,Year 3,Beginner,Agree,Completely Agree,Completely Agree,Agree,Completely Agree,Completely Agree,Neutral,"5- Always use Python, never use other programs",Nothing,Nothing,Completely Agree,Completely Agree,Agree,Completely Agree,Completely Agree,Completely Agree
2023-02-15 08:58:52,2023-02-15 09:00:29,IP Address,146.169.177.153,100,97,True,2023-02-15 09:00:29,R_1jq5rrhDcWGArFx,,,,,51.5043,-0.2211,anonymous,EN,Year 1,None at all,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,"3- Sometimes use Excel or other programs, sometimes use Python",Nope,Nope,Neutral,Agree,Agree,Agree,Agree,Neutral
2023-02-15 07:43:14,2023-02-15 09:09:29,IP Address,146.179.86.139,100,5174,True,2023-02-15 09:09:29,R_1BXvpd1Qn1rZ6dG,,,,,51.4957,-0.1772,anonymous,EN,Year 1,None at all,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,"3- Sometimes use Excel or other programs, sometimes use Python",,,Agree,Completely Agree,Agree,Agree,Agree,Agree
2023-02-15 09:07:28,2023-02-15 09:11:20,IP Address,2.126.22.133,100,231,True,2023-02-15 09:11:20,R_10uwWtmtFQABDEs,,,,,51.4897,-0.1063,anonymous,EN,Year 2,None at all,Disagree,Disagree,Agree,Completely Disagree,Agree,Neutral,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,Disagree,Agree,Agree,Completely Disagree,Agree,Neutral
2023-02-15 09:10:51,2023-02-15 09:14:12,IP Address,31.205.5.182,100,201,True,2023-02-15 09:14:13,R_3PENM88TDFKXn0q,,,,,51.5571,-0.2972,anonymous,EN,Year 2,Beginner,Disagree,Neutral,Neutral,Disagree,Completely Agree,Neutral,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,Disagree,Agree,Neutral,Neutral,Completely Disagree,Disagree
2023-02-15 09:15:08,2023-02-15 09:16:56,IP Address,86.186.136.23,100,107,True,2023-02-15 09:16:56,R_2CNaLQSjXLVwYTX,,,,,51.5371,-0.2314,anonymous,EN,Year 3,None at all,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Completely Disagree,"5- Always use Python, never use other programs",,,Neutral,Disagree,Agree,Disagree,Agree,Neutral
2023-02-15 09:19:26,2023-02-15 09:20:33,IP Address,86.21.78.33,100,66,True,2023-02-15 09:20:33,R_1QrpDglNpQnPqfh,,,,,51.5435,-0.1733,anonymous,EN,Year 3,None at all,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Agree,Agree,Agree,Agree,Agree
